avg_daily_watch_count,late_night_ratio,weekend_ratio,shorts_ratio,sessions_per_day,binge_session_length,category_entropy,cluster,addiction_risk_score,anomaly,anomaly_label,email
73.36102497682631,0.2171580390901005,0.6127430815019552,0.6351838532530655,0.0841739389267317,0.315239978860518,0.0191389019471768,3,36.08917698016055,1,Normal User,user_16@example.com
73.39536434701571,0.6598428301280311,0.3612005446849144,0.6088537900869285,0.3280015715078885,0.5703569120073553,-0.031180638217856,1,54.95579691562873,1,Normal User,user_17@example.com
73.30758150162035,0.3048186734876275,0.3259282110324486,0.4062923720710827,0.0420022302782605,0.4755984999901557,-0.0106656784365551,0,32.7031550707074,1,Normal User,user_18@example.com
73.33392399057243,0.3115008228910713,0.2502105790049667,0.4990804113035272,0.5282261204328211,0.5779217105264252,-0.0035172380289771,0,43.80596677639082,1,Normal User,user_19@example.com
73.32250913348174,0.651858417586169,0.4594225450770244,0.4864980524083396,0.695297487548471,0.642594254699361,-0.0316480550525873,1,59.59377669577809,1,Normal User,user_20@example.com
73.2615645141181,0.3892192478383957,0.3828985951914407,0.4264735754708996,0.3323682861171075,0.3928565393716781,0.0568741256674704,0,39.01005785302895,1,Normal User,user_21@example.com
73.29100940397025,0.6348549819674615,0.6136022890942754,0.6199598858599297,0.8194743787688932,0.5107229103482496,-0.0251770076488731,1,63.18724338496323,1,Normal User,user_22@example.com
73.29731856361084,0.9323269598997256,0.6520793668701768,0.4394577928265968,0.4280420868894179,0.6164937707990248,-0.0524098790297996,1,64.22755400568022,1,Normal User,user_23@example.com
73.28591418726995,0.3757397122192009,0.4566768363169429,0.0068388284199005,0.4205436239514544,0.4278802526937397,0.0713058098097558,0,30.875689853389577,1,Normal User,user_24@example.com
73.22289057566319,0.1718099430620083,0.1859728233514435,0.1520279058727712,0.5197338902179585,0.055013140723986,-0.0229749901840444,0,19.71099533994306,-1,Extreme Addict,user_25@example.com
73.32461536518878,0.3032278743967689,0.5542862917909521,0.7071323925900668,0.1997450116201076,0.5567925575933259,0.0230849101301789,3,46.4500352907324,1,Normal User,user_26@example.com
73.34640111926676,0.1112742948294844,0.4701349378251036,0.7119301102157962,0.2839029467640426,0.4754694589869359,-0.0389867590671289,3,39.60576435972983,1,Normal User,user_27@example.com
73.34165806466956,0.3369895893481592,0.678493587277037,0.4780873521977306,0.2144028874474077,0.2995728495548064,0.0432219925846839,3,38.054307660965655,1,Normal User,user_28@example.com
73.34764314193913,0.9199269224038602,0.6815950216823117,0.4323953890870402,0.4593987291003873,0.7164775945202564,-0.004873827497071,1,66.44417544302587,1,Normal User,user_29@example.com
73.32007130572086,0.5351795124274233,0.6268409407109918,0.5839763422388156,0.4490491561386154,0.5316992872435549,0.0101039283239586,1,54.29292642285334,1,Normal User,user_30@example.com
73.27433304551212,1.0,0.0,0.3712368475525316,0.2879936144900394,0.582278101661359,0.0458110785106767,0,55.24638743939106,1,Normal User,user_31@example.com
73.32588844545012,0.5256943019731717,0.2662783564877065,0.0750109610527982,0.1691802709129017,0.3520421804696525,0.0121029360477213,0,29.88743432347874,1,Normal User,user_32@example.com
73.31329316622856,0.6797539395679262,0.5424998944906165,0.3744244363200606,0.5894822989668373,0.636280336892014,0.0426890202473347,1,56.74606926228832,1,Normal User,user_33@example.com
73.34218544547373,0.7439926212809171,0.5823266319358651,0.2957130997034444,0.1507413728786968,0.4972059337724204,-0.0637390882426136,1,47.74111171900114,1,Normal User,user_34@example.com
73.36095035626386,0.376680238274224,0.151090895056084,0.1648740478022976,0.0,0.711083909878198,-0.0195688240941038,0,31.154845491408967,1,Normal User,user_35@example.com
73.25395269319245,0.8973552551572814,0.3878660845700119,0.9660523683098328,0.4626226120216454,0.6512682700845289,-0.0723152380355199,1,74.91533229017965,1,Normal User,user_36@example.com
73.27091735635598,0.7359555867268412,0.6199756166544039,0.5155816725159534,0.3034786178222166,0.5712084301112554,-0.027992274578047,1,57.14431345080647,1,Normal User,user_37@example.com
73.31720774385386,0.3483388246451632,0.7225811242753701,0.0,0.4743613584154698,0.791691868793805,-0.035667684683559,1,40.62523373421675,1,Normal User,user_38@example.com
73.28543704953027,0.4929369733250794,0.7798396822050659,0.4602301343966851,0.6984987472703654,0.4310379452035704,-0.0867375905527041,2,53.19049949484705,1,Normal User,user_39@example.com
73.32138791027147,0.0,0.3259361128353641,0.3303852932238544,0.4441682679031888,0.8890314806526476,-0.0173252548148366,0,35.962147090550786,1,Normal User,user_40@example.com
73.44760794757829,0.7923742836564933,0.4375911166697159,0.6320677283365521,0.4832785963714325,0.3375352157536326,0.0905622334379194,3,57.94871614544989,1,Normal User,user_41@example.com
73.38536459448405,0.3454540244178302,0.5711196353285539,0.7414984227890746,0.1579212680734318,0.0,0.0198751951922411,3,36.98109667664879,1,Normal User,user_42@example.com
73.34041817627511,0.5575727676853774,0.7167487252571261,0.4161671208196771,0.2335200038666744,0.5247143551650879,0.1345398930020917,3,48.29593546492639,1,Normal User,user_43@example.com
73.2630433070996,0.5921037407587901,0.4259925848739001,0.270909258086618,0.332070934706751,0.2454732868823157,0.0597869743924798,0,38.68629928191574,1,Normal User,user_44@example.com
73.25036270065416,0.2286533002099038,0.4576113760885414,0.5708678048083036,0.2192537694462633,0.5811210841620778,0.0613183053870475,0,40.618636112325625,1,Normal User,user_45@example.com
73.25834363845887,0.8022858475498278,0.6101937628398666,0.4335227138581469,0.3227984385974576,0.2407961628518933,0.0541565122376562,3,50.66648073734691,1,Normal User,user_46@example.com
73.23228564930518,0.1889457726910678,0.7812573310606019,0.1045581306231526,0.4585499333838587,0.1499121306583219,0.0106932182953735,2,25.97139137084119,1,Normal User,user_47@example.com
73.3248840462571,0.6030185270322636,0.5674162241922995,0.2981429020088332,0.5815960980177284,0.7662662565912797,0.0728252207207419,1,55.26755720520325,1,Normal User,user_48@example.com
73.3169818516591,0.6449566527270018,0.6036263908504447,0.9259412602147374,0.367167981179195,0.3005226801474236,-0.0392425524655104,3,60.05146831631934,1,Normal User,user_49@example.com
